Course ID;Course Name;Course Short Name;Subject Name;University Name ;City Name;Teaching languages Instruction;Required German language;Required English language;Beginning;Duration of Programme;Tuition Fees;Course Details Link
4750;Geomatics;Geomatics;Surveying;Neubrandenburg University of Applied Sciences;Neubrandenburg;English;None;None;Winter semester, Summer semester;3 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4750/
3776;Geomatics Engineering - GEOENGINE;Geomatics Engineering - GEOENGINE;Surveying;University of Stuttgart;Stuttgart;English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3776/
6283;Geomatics for Mineral Resource Management (MGMRM);Geomatics for Mineral Resource Management (MGMRM);Surveying;TU Bergakademie Freiberg;Freiberg;English;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6283/
7668;Geoscience PhD;Geoscience PhD;Earth Sciences (excluding Geography);University of Göttingen;Göttingen;German, English;None;None;Winter semester, Summer semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7668/
8308;Geosciences;Geosciences;Earth Sciences (excluding Geography);University of Potsdam;Potsdam;English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8308/
3862;Geospatial Technologies (MSc);Geospatial Technologies (MSc);Computer Science;University of Münster;Münster;English;None;None;Winter semester;3 semesters;1700;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3862/
5115;"German ""Social Market Economy"" – A Better Capitalism?";"German ""Social Market Economy"" – A Better Capitalism?";Social Science;Humboldt-Universität zu Berlin;Berlin;English;None;B2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5115/
7611;German and Comparative Literature;German and Comparative Literature;German Language and Literature (German, Germanic Languages except English);University of Bonn;Bonn;German, English;None;None;Winter semester;4 semesters;varied;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7611/
8480;German and English Linguistics / Deutsche und Englische Linguistik;German and English Linguistics;General and Comparative Literature and Linguistics;Leibniz Universität Hannover;Hannover;German, English;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8480/
3602;German as a Foreign and Second Language;German as a Foreign and Second Language;German Language and Literature (German, Germanic Languages except English);Bielefeld University;Bielefeld;German;None;None;Winter semester, Summer semester;6 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3602/
7604;German as a Foreign Language (GFL) in the Arab-German Context;GFL in the Arab-German Context;German Language and Literature (German, Germanic Languages except English);Leipzig University;Leipzig;German;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7604/
4002;German as a Foreign Language (MA);German as a Foreign Language (MA);German Language and Literature (German, Germanic Languages except English);Philipps-Universität Marburg;Marburg;German;None;None;Winter semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4002/
4270;German as a Foreign Language and German Linguistics and Literature;GFL and German Linguistics and Literature;German Language and Literature (German, Germanic Languages except English);Bielefeld University;Bielefeld;German;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4270/
4370;German as a Foreign Language – online (MA);German as a Foreign Language – online (MA);German Language and Literature (German, Germanic Languages except English);Philipps-Universität Marburg;Marburg;German;None;None;Winter semester, Summer semester;4 semesters;3150;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4370/
7125;German as a Second Language / German as a Foreign Language;German as a Second Language / German as a Foreign Language;German Language and Literature (German, Germanic Languages except English);University of Hildesheim Foundation;Hildesheim;German;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7125/
8395;German as a Second Language / German as a Foreign Language – Deutsch als Zweitsprache / Deutsch als Fremdsprache;Master's in GSL/GFL – Master DaZ/DaF;German Language and Literature (German, Germanic Languages except English);University of Education Freiburg;Freiburg im Breisgau;German;None;None;Winter semester;4 semesters;1500;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8395/
8428;German Course: Everyday Life and Studying in Germany (Level B1/B2);German Course (B1/B2);German Language Course (including Literature and Culture Studies);Gesellschaft für Akademische Studienvorbereitung und Testentwicklung (g.a.s.t.);Bochum;German;B1, B2;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8428/
8472;German Course: Language for Special Purposes – Nature (Level C1);Language for Special Purposes – Nature (C1);German as an Academic Language;Gesellschaft für Akademische Studienvorbereitung und Testentwicklung (g.a.s.t.);Bochum;German;C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8472/
8300;German Education Gate (Cologne);German Education Gate;None;Hochschule Fresenius - University of Applied Sciences;Köln;German, English;None;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8300/
6191;German for Business and Economics;German for Business and Economics;German Language Course (including Literature and Culture Studies);University of Freiburg;Freiburg im Breisgau;German;B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6191/
6338;German for Legal Professions;German for Legal Professions;German Language Course (including Literature and Culture Studies);Internationale Hochschule SDI München/International University SDI München;München;German;B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6338/
6291;German for Medical Professions;German for Medical Professions;Preparatory Course for German Language Examinations;Internationale Hochschule SDI München/International University SDI München;München;German;B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6291/
6193;German for Natural Sciences and Engineering;German for Natural Sciences and Engineering;German Language Course (including Literature and Culture Studies);University of Freiburg;Freiburg im Breisgau;German;B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6193/
5043;German for Science, Engineering, Planning, Building and Environment;German for Science, Engineering, Planning, Building, Environment;German as an Academic Language;Technische Universität Berlin;Berlin;German;A1, A2, B1, B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5043/
5432;German for Studying in Germany A1 - C1;German for Studying in Germany A1 - C1;German Language Course (including Literature and Culture Studies);Martin Luther University Halle-Wittenberg;Halle (Saale);German;A1, A2, B1, B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5432/
7789;German Intensive Course + Module Course;German Intensive Course + Module Course;German Language Course (including Literature and Culture Studies);VICTORIA | International University of Applied Sciences;Heidelberg;German;A1, A2, B1, B2, C1, C2;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7789/
7084;German Intensive Language Course;German Intensive Language Course;German Language Course (including Literature and Culture Studies);Leipzig University;Leipzig;German;A1, A2, B1, B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7084/
7797;German Intensive Premium Course;German Intensive Premium Course;German Language Course (including Literature and Culture Studies);VICTORIA | International University of Applied Sciences;Heidelberg;German;A1, A2, B1, B2, C1, C2;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7797/
7933;German Language;German Language;Languages and Cultural Studies in general;Technische Universität Berlin;Berlin;German, English;A1;B2;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7933/
6187;German Language and Culture in March, August and September;German Language and Culture in March, August and September;Languages and Cultural Studies in general;University of Freiburg;Freiburg im Breisgau;German;A1, A2, B1, B2, C1;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6187/
5511;German Language and Literature (binational);German Language and Literature (binational);German Language and Literature (German, Germanic Languages except English);University of Kassel;Kassel;German;None;None;Winter semester, Summer semester;4 semesters;none;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5511/
6354;German Language Intensive Course;German Intensive Course;German Language Course (including Literature and Culture Studies);Westsächsische Hochschule Zwickau - University of Applied Sciences Zwickau;Zwickau;German;A2, B1, B2;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6354/
4900;German Language, Culture, and Regional Studies;German Language, Culture, and Regional Studies;Languages and Cultural Studies in general;Bremen University of Applied Sciences;Bremen;German;A1, A2, B1, B2;None;None;None;None;https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4900/
